# xyscan Version 3.3.0
# Date: Wed Apr  2 14:12:04 2014
# Scanned by: caoshanshan
# Source: /Users/caoshanshan/Experimental Data/STAR_D_centrality/RAA-3-centralities.jpg
# Comment: 
# Format: x y -dx +dx -dy +dy
0.32	0.457143	0	0	0.128571	0.128571	
0.32	0.457143	0	0	0.235714	0.235714	
0.672	0.542857	0	0	0.257143	0.257143	
0.672	0.542857	0	0	0.342857	0.342857	
0.96	1.18571	0	0	0.235714	0.235714	
0.96	1.18571	0	0	0.257143	0.257143	
1.344	1.61429	0	0	0.257143	0.257143	
1.344	1.61429	0	0	0.278571	0.278571	
1.44	1.61429	0	0	0.107143	0.107143	
1.44	1.61429	0	0	0.535714	0.535714	
1.888	1.27143	0	0	0.192857	0.192857	
1.888	1.27143	0	0	0.235714	0.235714	
2.08	0.864286	0	0	0.321429	0.321429	
2.08	0.864286	0	0	0.385714	0.385714	
2.56	0.564286	0	0	0.0857143	0.0857143	
2.56	0.564286	0	0	0.171429	0.171429	
3.488	0.392857	0	0	0.0857143	0.0857143	
3.488	0.392857	0	0	0.128571	0.128571	
3.744	0.457143	0	0	0.0642857	0.0642857	
3.744	0.457143	0	0	0.128571	0.128571	
5.856	0.307143	0	0	0.107143	0.107143	
5.856	0.307143	0	0	0.128571	0.128571	
# EoF
